Type I_index Init_J Init_S Init_K Init_mF Init_XI F_index Final_J Final_S Final_K Final_mF Final_XI Rabi_Rate_Real Rabi_Rate_Imag
sigma+ 115 2 -1 +0.0 -1.5 1 121 2 -1 +0.0 -0.5 2 7.33019709e-07 0.00000000e+00
sigma+ 399 4 -1 +1.0 -4.5 1 407 4 -1 +1.0 -3.5 2 -7.32340133e-07 9.79229732e-25
sigma+ 327 4 1 +1.0 -4.5 1 335 4 1 +1.0 -3.5 2 2.47828804e-24 7.32340114e-07
sigma+ 107 2 -1 +1.0 -0.5 2 271 3 -1 +1.0 +0.5 1 -7.29968451e-07 -1.86001453e-23
sigma+ 39 2 1 +1.0 -0.5 2 133 3 1 +1.0 +0.5 1 -7.29968446e-07 -8.42992739e-24
sigma+ 341 4 -1 +3.0 +0.5 1 340 4 -1 +3.0 +1.5 1 7.29912616e-07 0.00000000e+00
sigma+ 237 4 1 +3.0 +0.5 1 236 4 1 +3.0 +1.5 1 -7.29912609e-07 0.00000000e+00
sigma+ 123 2 -1 +0.0 -2.5 2 122 2 -1 +0.0 -1.5 2 7.18725621e-07 0.00000000e+00
sigma+ 247 4 1 +3.0 +1.5 2 66 3 1 +3.0 +2.5 3 7.15499261e-07 0.00000000e+00
sigma+ 351 4 -1 +3.0 +1.5 2 190 3 -1 +3.0 +2.5 3 -7.15499246e-07 0.00000000e+00
sigma+ 433 4 -1 +0.0 +0.5 3 423 4 -1 +0.0 +1.5 2 7.12453637e-07 0.00000000e+00
sigma+ 436 4 -1 +0.0 -2.5 3 115 2 -1 +0.0 -1.5 1 7.11366330e-07 0.00000000e+00
sigma+ 256 4 1 +3.0 +1.5 3 267 4 1 +3.0 +2.5 4 -7.03929948e-07 0.00000000e+00
sigma+ 360 4 -1 +3.0 +1.5 3 371 4 -1 +3.0 +2.5 4 7.03929913e-07 0.00000000e+00
sigma+ 428 4 -1 +0.0 -3.5 2 436 4 -1 +0.0 -2.5 3 7.03845929e-07 0.00000000e+00
sigma+ 155 3 1 +0.0 +2.5 2 145 3 1 +0.0 +3.5 1 7.03001963e-07 0.00000000e+00
sigma+ 259 4 1 +3.0 -1.5 3 258 4 1 +3.0 -0.5 3 6.99825119e-07 0.00000000e+00
sigma+ 363 4 -1 +3.0 -1.5 3 362 4 -1 +3.0 -0.5 3 6.99825115e-07 0.00000000e+00
sigma+ 160 3 1 +0.0 -2.5 2 166 3 1 +0.0 -1.5 3 -6.99165922e-07 0.00000000e+00
sigma+ 16 1 1 +0.0 +0.5 3 156 3 1 +0.0 +1.5 2 -6.96770309e-07 0.00000000e+00
sigma+ 371 4 -1 +3.0 +2.5 4 182 3 -1 +3.0 +3.5 2 6.96359218e-07 0.00000000e+00
sigma+ 267 4 1 +3.0 +2.5 4 58 3 1 +3.0 +3.5 2 6.96359163e-07 0.00000000e+00
sigma+ 356 4 -1 +3.0 -3.5 2 344 4 -1 +3.0 -2.5 1 -6.93815607e-07 0.00000000e+00
sigma+ 252 4 1 +3.0 -3.5 2 240 4 1 +3.0 -2.5 1 -6.93815590e-07 0.00000000e+00
sigma+ 235 4 1 +3.0 +2.5 1 245 4 1 +3.0 +3.5 2 6.93212098e-07 0.00000000e+00
sigma+ 339 4 -1 +3.0 +2.5 1 349 4 -1 +3.0 +3.5 2 6.93212041e-07 0.00000000e+00
sigma+ 414 4 -1 +0.0 -0.5 1 424 4 -1 +0.0 +0.5 2 6.90011806e-07 0.00000000e+00
sigma+ 81 2 -1 +2.0 -2.5 1 387 4 -1 +2.0 -1.5 2 -2.78113804e-24 -6.89005969e-07
sigma+ 23 2 1 +2.0 -2.5 1 315 4 1 +2.0 -1.5 2 -2.78113799e-24 -6.89005957e-07
sigma+ 365 4 -1 +3.0 -3.5 3 355 4 -1 +3.0 -2.5 2 -6.88817741e-07 0.00000000e+00
sigma+ 261 4 1 +3.0 -3.5 3 251 4 1 +3.0 -2.5 2 6.88817713e-07 0.00000000e+00
sigma+ 432 4 -1 +0.0 +1.5 3 443 4 -1 +0.0 +2.5 4 6.86739805e-07 0.00000000e+00
sigma+ 17 1 1 +0.0 -0.5 3 16 1 1 +0.0 +0.5 3 6.84350997e-07 0.00000000e+00
sigma+ 160 3 1 +0.0 -2.5 2 10 1 1 +0.0 -1.5 1 -6.81044513e-07 0.00000000e+00
sigma+ 62 3 1 +3.0 -0.5 2 265 4 1 +3.0 +0.5 4 6.78744760e-07 0.00000000e+00
sigma+ 186 3 -1 +3.0 -0.5 2 369 4 -1 +3.0 +0.5 4 6.78744706e-07 0.00000000e+00
sigma+ 293 4 -1 +4.0 +2.5 2 283 4 -1 +4.0 +3.5 1 6.75849502e-07 1.39597292e-24
sigma+ 211 4 1 +4.0 +2.5 2 201 4 1 +4.0 +3.5 1 -1.85400011e-24 6.75849483e-07
sigma+ 411 4 -1 +0.0 +2.5 1 421 4 -1 +0.0 +3.5 2 6.74288558e-07 0.00000000e+00
sigma+ 151 3 1 +0.0 -2.5 1 166 3 1 +0.0 -1.5 3 -6.73249948e-07 0.00000000e+00
sigma+ 185 3 -1 +3.0 +0.5 2 370 4 -1 +3.0 +1.5 4 6.68230138e-07 0.00000000e+00
sigma+ 61 3 1 +3.0 +0.5 2 266 4 1 +3.0 +1.5 4 -6.68230134e-07 0.00000000e+00
sigma+ 191 3 -1 +3.0 +1.5 3 174 3 -1 +3.0 +2.5 1 -6.67043712e-07 0.00000000e+00
sigma+ 67 3 1 +3.0 +1.5 3 50 3 1 +3.0 +2.5 1 6.67043688e-07 0.00000000e+00
sigma+ 64 3 1 +3.0 -2.5 2 239 4 1 +3.0 -1.5 1 -6.65342284e-07 0.00000000e+00
sigma+ 188 3 -1 +3.0 -2.5 2 343 4 -1 +3.0 -1.5 1 -6.65342257e-07 0.00000000e+00
sigma+ 334 4 1 +1.0 -2.5 2 135 3 1 +1.0 -1.5 1 -6.63760503e-07 -1.86332735e-24
sigma+ 406 4 -1 +1.0 -2.5 2 273 3 -1 +1.0 -1.5 1 -6.63760498e-07 -1.67711951e-21
sigma+ 264 4 1 +3.0 -0.5 4 61 3 1 +3.0 +0.5 2 -6.62509665e-07 0.00000000e+00
sigma+ 368 4 -1 +3.0 -0.5 4 185 3 -1 +3.0 +0.5 2 -6.62509643e-07 0.00000000e+00
sigma+ 120 2 -1 +0.0 +0.5 2 119 2 -1 +0.0 +1.5 2 -6.62131541e-07 0.00000000e+00
sigma+ 116 2 -1 +0.0 -2.5 1 435 4 -1 +0.0 -1.5 3 6.61464341e-07 0.00000000e+00
sigma+ 270 3 -1 +1.0 +1.5 1 276 3 -1 +1.0 +2.5 2 -6.59115415e-07 1.60002279e-19
sigma+ 132 3 1 +1.0 +1.5 1 138 3 1 +1.0 +2.5 2 6.59115403e-07 -8.17889178e-24
sigma+ 126 2 -1 +0.0 -0.5 3 113 2 -1 +0.0 +0.5 1 -6.58002868e-07 0.00000000e+00
sigma+ 119 2 -1 +0.0 +1.5 2 431 4 -1 +0.0 +2.5 3 6.55576682e-07 0.00000000e+00
sigma+ 119 2 -1 +0.0 +1.5 2 443 4 -1 +0.0 +2.5 4 6.54721039e-07 0.00000000e+00
sigma+ 403 4 -1 +1.0 +0.5 2 402 4 -1 +1.0 +1.5 2 6.53634701e-07 1.09973294e-24
sigma+ 331 4 1 +1.0 +0.5 2 330 4 1 +1.0 +1.5 2 -6.53634698e-07 7.88492849e-24
sigma+ 158 3 1 +0.0 -0.5 2 170 3 1 +0.0 +0.5 4 6.52503368e-07 0.00000000e+00
sigma+ 325 4 1 +1.0 -2.5 1 143 3 1 +1.0 -1.5 2 -6.52337041e-07 -2.29316781e-24
sigma+ 397 4 -1 +1.0 -2.5 1 281 3 -1 +1.0 -1.5 2 6.52333719e-07 2.06506173e-21
sigma+ 424 4 -1 +0.0 +0.5 2 412 4 -1 +0.0 +1.5 1 -6.50064396e-07 0.00000000e+00
sigma+ 220 3 -1 +2.0 +1.5 1 374 4 -1 +2.0 +2.5 1 6.48591407e-07 4.07426775e-25
sigma+ 88 3 1 +2.0 +1.5 1 302 4 1 +2.0 +2.5 1 -4.99892962e-24 -6.48591390e-07
sigma+ 254 4 1 +3.0 +3.5 3 48 3 1 +3.0 +4.5 1 6.47545679e-07 0.00000000e+00
sigma+ 358 4 -1 +3.0 +3.5 3 172 3 -1 +3.0 +4.5 1 6.47545657e-07 0.00000000e+00
sigma+ 250 4 1 +3.0 -1.5 2 258 4 1 +3.0 -0.5 3 6.46800972e-07 0.00000000e+00
sigma+ 354 4 -1 +3.0 -1.5 2 362 4 -1 +3.0 -0.5 3 -6.46800910e-07 0.00000000e+00
sigma+ 177 3 -1 +3.0 -0.5 1 192 3 -1 +3.0 +0.5 3 6.45035055e-07 0.00000000e+00
sigma+ 53 3 1 +3.0 -0.5 1 68 3 1 +3.0 +0.5 3 -6.45035023e-07 0.00000000e+00
sigma+ 259 4 1 +3.0 -1.5 3 264 4 1 +3.0 -0.5 4 6.43860840e-07 0.00000000e+00
sigma+ 363 4 -1 +3.0 -1.5 3 368 4 -1 +3.0 -0.5 4 6.43860800e-07 0.00000000e+00
sigma+ 246 4 1 +3.0 +2.5 2 254 4 1 +3.0 +3.5 3 6.43621038e-07 0.00000000e+00
sigma+ 350 4 -1 +3.0 +2.5 2 358 4 -1 +3.0 +3.5 3 -6.43621032e-07 0.00000000e+00
sigma+ 24 2 1 +2.0 -1.5 2 90 3 1 +2.0 -0.5 1 6.42763971e-07 1.72951357e-24
sigma+ 82 2 -1 +2.0 -1.5 2 222 3 -1 +2.0 -0.5 1 -6.42763954e-07 -3.70253262e-24
sigma+ 385 4 -1 +2.0 +0.5 2 220 3 -1 +2.0 +1.5 1 -8.60117367e-24 -6.41881299e-07
sigma+ 313 4 1 +2.0 +0.5 2 88 3 1 +2.0 +1.5 1 6.41881257e-07 8.62162025e-25
sigma+ 401 4 -1 +1.0 +2.5 2 268 3 -1 +1.0 +3.5 1 1.11304918e-24 -6.39230311e-07
sigma+ 329 4 1 +1.0 +2.5 2 130 3 1 +1.0 +3.5 1 -3.46781591e-24 -6.39230296e-07
sigma+ 239 4 1 +3.0 -1.5 1 238 4 1 +3.0 -0.5 1 -6.35408769e-07 0.00000000e+00
sigma+ 343 4 -1 +3.0 -1.5 1 342 4 -1 +3.0 -0.5 1 6.35408735e-07 0.00000000e+00
sigma+ 136 3 1 +1.0 -2.5 1 333 4 1 +1.0 -1.5 2 3.79493478e-24 -6.31181933e-07
sigma+ 274 3 -1 +1.0 -2.5 1 405 4 -1 +1.0 -1.5 2 1.36982456e-24 6.31181927e-07
sigma+ 354 4 -1 +3.0 -1.5 2 353 4 -1 +3.0 -0.5 2 6.30475551e-07 0.00000000e+00
sigma+ 250 4 1 +3.0 -1.5 2 249 4 1 +3.0 -0.5 2 -6.30475520e-07 0.00000000e+00
sigma+ 150 3 1 +0.0 -1.5 1 165 3 1 +0.0 -0.5 3 6.30347866e-07 0.00000000e+00
sigma+ 363 4 -1 +3.0 -1.5 3 177 3 -1 +3.0 -0.5 1 -6.29114137e-07 0.00000000e+00
sigma+ 259 4 1 +3.0 -1.5 3 53 3 1 +3.0 -0.5 1 6.29114130e-07 0.00000000e+00
sigma+ 422 4 -1 +0.0 +2.5 2 430 4 -1 +0.0 +3.5 3 6.28926239e-07 0.00000000e+00
sigma+ 221 3 -1 +2.0 +0.5 1 384 4 -1 +2.0 +1.5 2 -6.26147182e-07 6.58588077e-24
sigma+ 89 3 1 +2.0 +0.5 1 312 4 1 +2.0 +1.5 2 -6.26147173e-07 3.65876052e-21
sigma+ 441 4 -1 +0.0 +0.5 4 119 2 -1 +0.0 +1.5 2 -6.21577215e-07 0.00000000e+00
sigma+ 10 1 1 +0.0 -1.5 1 14 1 1 +0.0 -0.5 2 -6.20280083e-07 0.00000000e+00
sigma+ 170 3 1 +0.0 +0.5 4 156 3 1 +0.0 +1.5 2 6.17116009e-07 0.00000000e+00
sigma+ 131 3 1 +1.0 +2.5 1 328 4 1 +1.0 +3.5 2 6.15270741e-07 -2.38724357e-20
sigma+ 269 3 -1 +1.0 +2.5 1 400 4 -1 +1.0 +3.5 2 1.09906635e-24 6.15270717e-07
sigma+ 171 3 1 +0.0 +1.5 4 155 3 1 +0.0 +2.5 2 -6.14272202e-07 0.00000000e+00
sigma+ 77 2 -1 +2.0 +1.5 1 219 3 -1 +2.0 +2.5 1 -1.91305460e-24 6.10060312e-07
sigma+ 19 2 1 +2.0 +1.5 1 87 3 1 +2.0 +2.5 1 6.10060307e-07 1.91305458e-24
sigma+ 376 4 -1 +2.0 +0.5 1 227 3 -1 +2.0 +1.5 2 -5.88521660e-24 6.08205090e-07
sigma+ 304 4 1 +2.0 +0.5 1 95 3 1 +2.0 +1.5 2 6.08205048e-07 -5.89920702e-25
sigma+ 346 4 -1 +3.0 -4.5 1 356 4 -1 +3.0 -3.5 2 -6.07343288e-07 0.00000000e+00
sigma+ 242 4 1 +3.0 -4.5 1 252 4 1 +3.0 -3.5 2 -6.07343252e-07 0.00000000e+00
sigma+ 66 3 1 +3.0 +2.5 3 49 3 1 +3.0 +3.5 1 -6.04603389e-07 0.00000000e+00
sigma+ 190 3 -1 +3.0 +2.5 3 173 3 -1 +3.0 +3.5 1 -6.04603371e-07 0.00000000e+00
sigma+ 192 3 -1 +3.0 +0.5 3 175 3 -1 +3.0 +1.5 1 -6.03771191e-07 0.00000000e+00
sigma+ 68 3 1 +3.0 +0.5 3 51 3 1 +3.0 +1.5 1 -6.03771178e-07 0.00000000e+00
sigma+ 324 4 1 +1.0 -1.5 1 142 3 1 +1.0 -0.5 2 -1.45627519e-24 -5.99777956e-07
sigma+ 396 4 -1 +1.0 -1.5 1 280 3 -1 +1.0 -0.5 2 5.80713611e-24 5.99774919e-07
sigma+ 387 4 -1 +2.0 -1.5 2 222 3 -1 +2.0 -0.5 1 -5.98672330e-07 1.37748394e-19
sigma+ 315 4 1 +2.0 -1.5 2 90 3 1 +2.0 -0.5 1 -5.98672278e-07 -6.88479740e-20
sigma+ 260 4 1 +3.0 -2.5 3 54 3 1 +3.0 -1.5 1 5.98108736e-07 0.00000000e+00
sigma+ 364 4 -1 +3.0 -2.5 3 178 3 -1 +3.0 -1.5 1 5.98108733e-07 0.00000000e+00
sigma+ 431 4 -1 +0.0 +2.5 3 110 2 -1 +0.0 +3.5 1 -5.96976516e-07 0.00000000e+00
sigma+ 195 3 -1 +3.0 -2.5 3 354 4 -1 +3.0 -1.5 2 -5.96287902e-07 0.00000000e+00
sigma+ 71 3 1 +3.0 -2.5 3 250 4 1 +3.0 -1.5 2 5.96287836e-07 0.00000000e+00
sigma+ 152 3 1 +0.0 -3.5 1 167 3 1 +0.0 -2.5 3 -5.94974071e-07 0.00000000e+00
sigma+ 113 2 -1 +0.0 +0.5 1 124 2 -1 +0.0 +1.5 3 -5.94519170e-07 0.00000000e+00
sigma+ 402 4 -1 +1.0 +1.5 2 269 3 -1 +1.0 +2.5 1 5.89777037e-07 9.15413147e-25
sigma+ 330 4 1 +1.0 +1.5 2 131 3 1 +1.0 +2.5 1 4.55891485e-24 -5.89777014e-07
sigma+ 79 2 -1 +2.0 -0.5 1 385 4 -1 +2.0 +0.5 2 -5.89730385e-07 2.44888896e-24
sigma+ 21 2 1 +2.0 -0.5 1 313 4 1 +2.0 +0.5 2 -5.89730374e-07 2.44888899e-24
sigma+ 257 4 1 +3.0 +0.5 3 247 4 1 +3.0 +1.5 2 5.89342328e-07 0.00000000e+00
sigma+ 361 4 -1 +3.0 +0.5 3 351 4 -1 +3.0 +1.5 2 5.89342327e-07 0.00000000e+00
sigma+ 398 4 -1 +1.0 -3.5 1 278 3 -1 +1.0 -2.5 2 -5.86137126e-07 4.13560222e-25
sigma+ 326 4 1 +1.0 -3.5 1 140 3 1 +1.0 -2.5 2 -5.86137092e-07 4.13560231e-25
sigma+ 384 4 -1 +2.0 +1.5 2 76 2 -1 +2.0 +2.5 1 5.76564487e-07 2.32727364e-24
sigma+ 312 4 1 +2.0 +1.5 2 18 2 1 +2.0 +2.5 1 -2.32727361e-24 5.76564482e-07
sigma+ 129 2 -1 +0.0 +0.5 4 432 4 -1 +0.0 +1.5 3 -5.73735176e-07 0.00000000e+00
sigma+ 433 4 -1 +0.0 +0.5 3 432 4 -1 +0.0 +1.5 3 -5.72791016e-07 0.00000000e+00
sigma+ 197 3 -1 +3.0 -0.5 4 185 3 -1 +3.0 +0.5 2 5.72656788e-07 0.00000000e+00
sigma+ 73 3 1 +3.0 -0.5 4 61 3 1 +3.0 +0.5 2 -5.72656759e-07 0.00000000e+00
sigma+ 349 4 -1 +3.0 +3.5 2 337 4 -1 +3.0 +4.5 1 5.70992688e-07 0.00000000e+00
sigma+ 245 4 1 +3.0 +3.5 2 233 4 1 +3.0 +4.5 1 -5.70992633e-07 0.00000000e+00
sigma+ 270 3 -1 +1.0 +1.5 1 401 4 -1 +1.0 +2.5 2 -4.40608647e-25 -5.69736389e-07
sigma+ 132 3 1 +1.0 +1.5 1 329 4 1 +1.0 +2.5 2 -2.49500772e-20 5.69736387e-07
sigma+ 343 4 -1 +3.0 -1.5 1 353 4 -1 +3.0 -0.5 2 5.66629989e-07 0.00000000e+00
sigma+ 239 4 1 +3.0 -1.5 1 249 4 1 +3.0 -0.5 2 5.66629975e-07 0.00000000e+00
sigma+ 52 3 1 +3.0 +0.5 1 256 4 1 +3.0 +1.5 3 5.65965824e-07 0.00000000e+00
sigma+ 176 3 -1 +3.0 +0.5 1 360 4 -1 +3.0 +1.5 3 5.65965798e-07 0.00000000e+00
sigma+ 315 4 1 +2.0 -1.5 2 21 2 1 +2.0 -0.5 1 -1.05218770e-24 5.65895957e-07
sigma+ 387 4 -1 +2.0 -1.5 2 79 2 -1 +2.0 -0.5 1 -4.87057331e-24 5.65895910e-07
sigma+ 388 4 -1 +2.0 -2.5 2 231 3 -1 +2.0 -1.5 2 -1.90066987e-17 5.65522939e-07
sigma+ 316 4 1 +2.0 -2.5 2 99 3 1 +2.0 -1.5 2 9.50319500e-18 5.65522934e-07
sigma+ 277 3 -1 +1.0 +1.5 2 392 4 -1 +1.0 +2.5 1 -5.02544671e-25 -5.63491212e-07
sigma+ 139 3 1 +1.0 +1.5 2 320 4 1 +1.0 +2.5 1 -5.35931490e-20 5.63491208e-07
sigma+ 432 4 -1 +0.0 +1.5 3 111 2 -1 +0.0 +2.5 1 -5.62836760e-07 0.00000000e+00
sigma+ 191 3 -1 +3.0 +1.5 3 359 4 -1 +3.0 +2.5 3 5.62078092e-07 0.00000000e+00
sigma+ 67 3 1 +3.0 +1.5 3 255 4 1 +3.0 +2.5 3 -5.62078006e-07 0.00000000e+00
sigma+ 91 3 1 +2.0 -1.5 1 314 4 1 +2.0 -0.5 2 -5.61724201e-07 -1.11759383e-23
sigma+ 223 3 -1 +2.0 -1.5 1 386 4 -1 +2.0 -0.5 2 5.61724168e-07 1.13501230e-23
sigma+ 439 4 -1 +0.0 -1.5 4 121 2 -1 +0.0 -0.5 2 5.54063197e-07 0.00000000e+00
sigma+ 169 3 1 +0.0 -0.5 4 13 1 1 +0.0 +0.5 2 5.53611381e-07 0.00000000e+00
sigma+ 111 2 -1 +0.0 +2.5 1 430 4 -1 +0.0 +3.5 3 -5.53226046e-07 0.00000000e+00
sigma+ 352 4 -1 +3.0 +0.5 2 340 4 -1 +3.0 +1.5 1 -5.53223264e-07 0.00000000e+00
sigma+ 248 4 1 +3.0 +0.5 2 236 4 1 +3.0 +1.5 1 -5.53223250e-07 0.00000000e+00
sigma+ 120 2 -1 +0.0 +0.5 2 442 4 -1 +0.0 +1.5 4 -5.52576878e-07 0.00000000e+00
sigma+ 158 3 1 +0.0 -0.5 2 16 1 1 +0.0 +0.5 3 -5.51506916e-07 0.00000000e+00
sigma+ 362 4 -1 +3.0 -0.5 3 176 3 -1 +3.0 +0.5 1 5.48093171e-07 0.00000000e+00
sigma+ 258 4 1 +3.0 -0.5 3 52 3 1 +3.0 +0.5 1 -5.48093170e-07 0.00000000e+00
sigma+ 426 4 -1 +0.0 -1.5 2 434 4 -1 +0.0 -0.5 3 5.40721086e-07 0.00000000e+00
sigma+ 435 4 -1 +0.0 -1.5 3 440 4 -1 +0.0 -0.5 4 -5.38411967e-07 0.00000000e+00
sigma+ 22 2 1 +2.0 -1.5 1 25 2 1 +2.0 -0.5 2 -3.21958527e-24 -5.34511924e-07
sigma+ 80 2 -1 +2.0 -1.5 1 83 2 -1 +2.0 -0.5 2 3.21958528e-24 5.34511906e-07
sigma+ 163 3 1 +0.0 +1.5 3 146 3 1 +0.0 +2.5 1 -5.33105764e-07 0.00000000e+00
sigma+ 121 2 -1 +0.0 -0.5 2 120 2 -1 +0.0 +0.5 2 -5.29290799e-07 0.00000000e+00
sigma+ 99 3 1 +2.0 -1.5 2 305 4 1 +2.0 -0.5 1 -5.25224580e-07 8.65528800e-24
sigma+ 231 3 -1 +2.0 -1.5 2 377 4 -1 +2.0 -0.5 1 -5.25224548e-07 8.49960175e-24
sigma+ 168 3 1 +0.0 -1.5 4 9 1 1 +0.0 -0.5 1 5.22684348e-07 0.00000000e+00
sigma+ 112 2 -1 +0.0 +1.5 1 431 4 -1 +0.0 +2.5 3 -5.22593422e-07 0.00000000e+00
sigma+ 356 4 -1 +3.0 -3.5 2 364 4 -1 +3.0 -2.5 3 5.20141789e-07 0.00000000e+00
sigma+ 252 4 1 +3.0 -3.5 2 260 4 1 +3.0 -2.5 3 -5.20141753e-07 0.00000000e+00
sigma+ 177 3 -1 +3.0 -0.5 1 361 4 -1 +3.0 +0.5 3 -5.19894798e-07 0.00000000e+00
sigma+ 53 3 1 +3.0 -0.5 1 257 4 1 +3.0 +0.5 3 5.19894798e-07 0.00000000e+00
sigma+ 279 3 -1 +1.0 +0.5 2 393 4 -1 +1.0 +1.5 1 -6.61248010e-24 -5.19373548e-07
sigma+ 141 3 1 +1.0 +0.5 2 321 4 1 +1.0 +1.5 1 6.18780900e-24 5.19373540e-07
sigma+ 149 3 1 +0.0 -0.5 1 164 3 1 +0.0 +0.5 3 -5.16310359e-07 0.00000000e+00
sigma+ 40 2 1 +1.0 +0.5 2 139 3 1 +1.0 +1.5 2 -2.29981012e-19 5.13716569e-07
sigma+ 108 2 -1 +1.0 +0.5 2 277 3 -1 +1.0 +1.5 2 7.20486465e-41 -5.13716565e-07
sigma+ 122 2 -1 +0.0 -1.5 2 440 4 -1 +0.0 -0.5 4 5.12195601e-07 0.00000000e+00
sigma+ 359 4 -1 +3.0 +2.5 3 349 4 -1 +3.0 +3.5 2 -5.11263241e-07 0.00000000e+00
sigma+ 255 4 1 +3.0 +2.5 3 245 4 1 +3.0 +3.5 2 5.11263236e-07 0.00000000e+00
sigma+ 175 3 -1 +3.0 +1.5 1 359 4 -1 +3.0 +2.5 3 5.05620710e-07 0.00000000e+00
sigma+ 51 3 1 +3.0 +1.5 1 255 4 1 +3.0 +2.5 3 -5.05620699e-07 0.00000000e+00
sigma+ 276 3 -1 +1.0 +2.5 2 391 4 -1 +1.0 +3.5 1 9.85620685e-25 5.04841488e-07
sigma+ 138 3 1 +1.0 +2.5 2 319 4 1 +1.0 +3.5 1 5.04841479e-07 -6.12172558e-20
sigma+ 14 1 1 +0.0 -0.5 2 16 1 1 +0.0 +0.5 3 5.04447049e-07 0.00000000e+00
sigma+ 441 4 -1 +0.0 +0.5 4 432 4 -1 +0.0 +1.5 3 -5.01881436e-07 0.00000000e+00
sigma+ 429 4 -1 +0.0 -4.5 2 417 4 -1 +0.0 -3.5 1 -4.99575837e-07 0.00000000e+00
sigma+ 271 3 -1 +1.0 +0.5 1 109 2 -1 +1.0 +1.5 2 4.96268262e-07 1.19098746e-23
sigma+ 133 3 1 +1.0 +0.5 1 41 2 1 +1.0 +1.5 2 -4.96268244e-07 -6.23947438e-21
sigma+ 114 2 -1 +0.0 -0.5 1 113 2 -1 +0.0 +0.5 1 4.91794663e-07 0.00000000e+00
sigma+ 415 4 -1 +0.0 -1.5 1 425 4 -1 +0.0 -0.5 2 -4.86295319e-07 0.00000000e+00
sigma+ 323 4 1 +1.0 -0.5 1 141 3 1 +1.0 +0.5 2 3.52842185e-24 4.85588278e-07
sigma+ 395 4 -1 +1.0 -0.5 1 279 3 -1 +1.0 +0.5 2 4.41284325e-20 4.85588245e-07
sigma+ 135 3 1 +1.0 -1.5 1 142 3 1 +1.0 -0.5 2 1.95864578e-19 4.84638517e-07
sigma+ 273 3 -1 +1.0 -1.5 1 280 3 -1 +1.0 -0.5 2 4.84636031e-07 3.69286013e-24
sigma+ 162 3 1 +0.0 +2.5 3 145 3 1 +0.0 +3.5 1 4.83244816e-07 0.00000000e+00
sigma+ 164 3 1 +0.0 +0.5 3 147 3 1 +0.0 +1.5 1 -4.82432636e-07 0.00000000e+00
sigma+ 328 4 1 +1.0 +3.5 2 318 4 1 +1.0 +4.5 1 4.81435295e-07 -5.72028944e-22
sigma+ 400 4 -1 +1.0 +3.5 2 390 4 -1 +1.0 +4.5 1 4.81435295e-07 8.14604658e-25
sigma+ 139 3 1 +1.0 +1.5 2 329 4 1 +1.0 +2.5 2 -9.02252122e-19 -4.81097677e-07
sigma+ 277 3 -1 +1.0 +1.5 2 401 4 -1 +1.0 +2.5 2 -2.35995895e-25 4.81097673e-07
sigma+ 405 4 -1 +1.0 -1.5 2 395 4 -1 +1.0 -0.5 1 5.62987159e-20 4.80974970e-07
sigma+ 333 4 1 +1.0 -1.5 2 323 4 1 +1.0 -0.5 1 4.80974949e-07 -1.44945922e-24
sigma+ 193 3 -1 +3.0 -0.5 3 176 3 -1 +3.0 +0.5 1 -4.76550819e-07 0.00000000e+00
sigma+ 69 3 1 +3.0 -0.5 3 52 3 1 +3.0 +0.5 1 4.76550741e-07 0.00000000e+00
sigma+ 60 3 1 +3.0 +1.5 2 267 4 1 +3.0 +2.5 4 4.73231036e-07 0.00000000e+00
sigma+ 184 3 -1 +3.0 +1.5 2 371 4 -1 +3.0 +2.5 4 4.73230981e-07 0.00000000e+00
sigma+ 184 3 -1 +3.0 +1.5 2 174 3 -1 +3.0 +2.5 1 4.71337823e-07 0.00000000e+00
sigma+ 60 3 1 +3.0 +1.5 2 50 3 1 +3.0 +2.5 1 -4.71337793e-07 0.00000000e+00
sigma+ 357 4 -1 +3.0 -4.5 2 345 4 -1 +3.0 -3.5 1 4.70424708e-07 0.00000000e+00
sigma+ 253 4 1 +3.0 -4.5 2 241 4 1 +3.0 -3.5 1 -4.70424656e-07 0.00000000e+00
sigma+ 338 4 -1 +3.0 +3.5 1 348 4 -1 +3.0 +4.5 2 -4.67110715e-07 0.00000000e+00
sigma+ 234 4 1 +3.0 +3.5 1 244 4 1 +3.0 +4.5 2 -4.67110648e-07 0.00000000e+00
sigma+ 421 4 -1 +0.0 +3.5 2 409 4 -1 +0.0 +4.5 1 4.60950727e-07 0.00000000e+00
sigma+ 368 4 -1 +3.0 -0.5 4 369 4 -1 +3.0 +0.5 4 -4.59762263e-07 0.00000000e+00
sigma+ 264 4 1 +3.0 -0.5 4 265 4 1 +3.0 +0.5 4 4.59762236e-07 0.00000000e+00
sigma+ 410 4 -1 +0.0 +3.5 1 420 4 -1 +0.0 +4.5 2 -4.57769043e-07 0.00000000e+00
sigma+ 14 1 1 +0.0 -0.5 2 170 3 1 +0.0 +0.5 4 4.57681280e-07 0.00000000e+00
sigma+ 169 3 1 +0.0 -0.5 4 157 3 1 +0.0 +0.5 2 -4.56978599e-07 0.00000000e+00
sigma+ 52 3 1 +3.0 +0.5 1 67 3 1 +3.0 +1.5 3 -4.54311375e-07 0.00000000e+00
sigma+ 176 3 -1 +3.0 +0.5 1 191 3 -1 +3.0 +1.5 3 4.54311364e-07 0.00000000e+00
